Available from: "http://www.isa.ulisboa.pt/proj/clipick/climaterequest_fast.php?ar=5&lat=38.7087&lon=-9.1849&mod=hisafe&fmt=csv&tspan=d&sd=01&sm=01&sy=1981&ed=31&em=12&ey=2010&dts=knmievaluation"
Day,Month,Year,tasmax,tasmin,hurs,evspsbl,rsds,pr,sfcWind,VPD,
24,9,1993,21.01,11.65,74.99,1.79,19.81,0.00,3.65,0.5132128367170374,
25,9,1993,21.43,14.05,71.21,1.70,18.63,0.05,5.47,0.6948762216324045,
26,9,1993,24.53,11.96,63.36,1.78,18.64,0.00,4.76,0.6082251411427093,
27,9,1993,23.76,12.87,67.64,1.51,20.34,0.00,5.40,0.4861210952451882,
28,9,1993,21.69,12.42,71.97,1.17,19.73,0.00,4.25,0.30417478400917797,
29,9,1993,18.99,12.27,80.74,0.93,7.34,2.69,4.22,0.4564921614001567,
30,9,1993,17.87,13.25,70.74,1.26,11.47,0.20,3.79,0.26020822160488,
1,10,1993,20.02,16.73,85.70,1.37,8.10,3.02,7.54,0.4617948359864297,
2,10,1993,18.64,12.82,70.81,1.37,7.63,0.10,5.23,0.3299859304857462,
3,10,1993,18.41,12.16,78.65,1.00,9.84,0.00,2.21,0.19153572856604195,
4,10,1993,17.94,15.87,88.55,0.74,4.85,2.12,4.69,0.2911827636697857,
5,10,1993,18.85,14.76,82.57,1.90,11.79,5.38,6.84,0.22461338193021496,
6,10,1993,17.28,13.80,85.54,1.66,10.40,4.45,5.31,0.27594703890383276,
7,10,1993,16.68,12.19,81.14,2.07,12.12,7.77,4.81,0.35378908029454714,
8,10,1993,18.01,12.64,77.08,1.71,8.77,4.51,4.49,0.07649138703117386,
9,10,1993,21.07,15.76,95.83,1.05,4.91,14.80,8.80,0.15751644683727428,
10,10,1993,20.61,17.83,91.73,1.46,6.77,5.67,8.46,0.15700214943171265,
11,10,1993,18.59,13.86,90.31,2.32,10.99,17.86,8.56,0.10174640531237578,
12,10,1993,16.83,13.46,93.30,1.68,5.79,47.63,6.34,0.32933122903125245,
13,10,1993,16.61,12.73,77.75,1.99,8.35,2.54,6.14,0.2841745063911285,
14,10,1993,16.51,10.59,79.68,1.80,10.43,2.32,3.70,0.1840429906470491,
15,10,1993,17.71,11.49,87.62,1.49,4.41,32.21,7.38,0.25764361629613886,
16,10,1993,16.01,13.86,82.79,2.68,5.12,15.13,10.31,0.2758011174705153,
17,10,1993,17.75,11.17,81.33,1.44,9.59,0.44,2.76,0.27515380921814026,
18,10,1993,19.62,8.49,81.47,1.73,16.06,0.00,2.32,0.425680549759055,
19,10,1993,20.91,9.87,73.39,2.11,16.33,0.00,3.72,0.4707827877173174,
20,10,1993,21.82,9.69,71.41,2.15,16.23,0.00,3.72,0.48280174698572975,
21,10,1993,21.27,8.78,69.55,2.06,16.02,0.00,3.13,0.5241969426117657,
22,10,1993,19.57,8.73,64.81,2.27,15.01,0.00,4.86,0.5528735237460677,
23,10,1993,18.15,7.04,59.54,2.38,16.17,0.00,5.63,0.5366910434471811,
24,10,1993,16.64,6.48,58.02,2.27,15.37,0.00,5.78,0.49508003055843075,
25,10,1993,17.34,5.85,61.75,2.04,15.57,0.00,5.58,0.3998647162306317,
26,10,1993,17.90,6.34,70.04,1.68,15.09,0.00,4.33,0.3566380496612931,
27,10,1993,18.18,6.80,73.80,1.44,14.39,0.00,2.59,0.32858779300861585,
28,10,1993,17.47,8.74,76.25,1.15,7.47,0.01,3.83,0.5149533284050674,
29,10,1993,22.70,11.18,70.58,2.02,13.62,0.39,6.34,0.17557524494052035,
30,10,1993,18.48,13.32,88.98,1.78,4.24,11.64,7.91,0.200428887531098,
31,10,1993,20.24,13.78,88.24,1.48,6.58,6.50,8.22,0.06374399725971291,
1,11,1993,17.25,14.53,95.97,1.13,3.16,29.18,7.91,0.0671509893705664,
2,11,1993,17.50,14.38,95.77,0.87,2.69,10.30,6.82,0.15782080134591236,
3,11,1993,15.52,8.52,87.74,1.63,8.42,28.02,5.43,0.15939376893006973,
4,11,1993,16.18,8.08,87.77,1.28,12.39,0.16,2.83,0.22083081714689312,
5,11,1993,15.53,10.84,83.80,1.44,5.48,5.60,7.00,0.2091161583983887,
6,11,1993,15.52,10.88,84.67,1.21,4.51,4.17,5.60,0.2291690194374414,
7,11,1993,14.91,10.97,82.91,1.03,5.85,0.22,5.27,0.13367551631799635,
8,11,1993,12.35,8.10,88.34,1.03,3.67,8.22,6.45,0.23329617645317624,
9,11,1993,16.19,6.94,81.64,1.45,12.64,0.00,5.07,0.28088223467413975,
10,11,1993,19.17,8.00,80.58,1.32,12.68,0.00,3.68,0.2496916567560059,
11,11,1993,18.61,7.96,82.37,1.24,12.54,0.00,3.88,0.18555867857320196,
12,11,1993,18.45,9.84,87.35,1.18,11.44,0.03,4.38,0.1910731117729978,
13,11,1993,19.21,9.76,87.29,1.11,11.50,0.08,3.64,0.22805155457900983,
14,11,1993,18.83,9.29,84.47,1.09,10.09,0.00,4.35,0.26242895178417314,
15,11,1993,20.37,10.53,83.51,1.19,11.55,0.00,2.99,0.2881391891267744,
16,11,1993,19.22,10.36,81.09,1.31,10.96,0.01,3.75,0.32618733524812393,
17,11,1993,19.40,8.71,77.96,1.17,11.11,0.00,2.79,0.22824143346435677,
18,11,1993,18.57,8.72,84.12,0.99,11.16,0.00,2.11,0.20046115923716834,
19,11,1993,16.47,8.36,84.87,0.76,7.88,0.34,1.51,0.08016764149754407,
20,11,1993,14.51,10.43,93.86,0.43,3.06,4.41,1.93,0.17518623560802582,
21,11,1993,15.29,9.60,86.64,0.81,7.45,1.00,1.19,0.11378367082832508,
22,11,1993,15.58,10.05,91.50,0.90,8.31,0.70,3.35,0.11864321581456583,
23,11,1993,16.07,10.95,91.47,0.89,5.81,15.50,3.32,0.13334165527684783,
24,11,1993,15.52,7.74,89.45,0.76,9.32,0.04,1.46,0.16522391848473683,
25,11,1993,16.25,8.31,87.42,0.83,10.03,0.04,1.52,0.15979835992486868,
26,11,1993,16.71,6.92,87.65,0.80,10.35,0.00,1.48,0.14939798536790105,
27,11,1993,16.15,8.44,88.62,0.77,7.67,0.13,2.57,0.10663810674316498,
28,11,1993,14.12,12.60,92.20,0.41,2.15,2.33,3.75,0.19089921502641416,
29,11,1993,16.52,11.96,86.81,0.85,4.70,0.70,4.70,0.09847134786469014,
30,11,1993,15.81,11.28,92.92,0.50,1.65,10.07,4.35,0.22496562495515549,
1,12,1993,15.02,7.76,81.90,1.10,9.75,0.00,4.32,0.16169753942844745,
2,12,1993,16.57,6.15,87.23,0.76,9.96,0.00,2.30,0.14279500927899536,
3,12,1993,16.14,6.57,88.65,0.79,9.70,0.03,2.62,0.1691393368897196,
4,12,1993,15.53,11.12,87.68,0.45,3.64,0.23,1.32,0.16289292865423044,
5,12,1993,15.93,8.72,87.58,0.85,9.38,0.06,1.92,0.11138385380460436,
6,12,1993,14.58,11.03,91.62,0.29,0.68,3.80,4.39,0.20148648860860463,
7,12,1993,13.75,7.27,82.87,1.08,9.30,0.03,4.51,0.15832046267824207,
8,12,1993,14.70,4.67,86.18,0.77,9.66,0.00,2.64,0.13291195534317102,
9,12,1993,15.66,8.38,89.69,0.61,5.75,0.07,2.56,0.11881887248350176,
10,12,1993,16.80,7.49,90.96,0.55,9.07,0.00,3.94,0.13245706955908187,
11,12,1993,16.88,7.35,89.92,0.64,9.41,0.01,4.04,0.0894966013240186,
12,12,1993,14.12,6.29,92.31,0.59,7.71,0.09,3.38,0.1305900572838019,
13,12,1993,14.32,4.90,88.50,0.61,4.42,0.74,3.51,0.3074011516825257,
14,12,1993,11.70,4.63,70.09,1.41,9.99,0.00,5.88,0.18983495567145947,
15,12,1993,12.88,4.35,82.17,0.44,3.20,0.19,2.68,0.1632654104247635,
16,12,1993,13.89,9.07,86.79,0.39,2.95,0.52,2.29,0.13297175203902545,
17,12,1993,13.29,8.72,88.93,0.42,4.72,0.18,0.86,0.1393715077645974,
18,12,1993,13.93,9.74,88.93,0.67,6.23,0.34,1.71,0.1005978496476545,
19,12,1993,16.08,7.83,92.21,0.56,7.80,0.03,1.18,0.05697560513383504,
20,12,1993,14.54,8.65,95.44,0.31,4.26,0.19,2.09,0.26520484204635275,
21,12,1993,13.86,7.00,77.39,1.18,5.32,0.27,5.42,0.28418691329812185,
22,12,1993,11.97,4.63,72.61,1.11,9.85,0.00,4.57,0.17197751965209052,
23,12,1993,13.53,3.21,83.82,0.75,8.63,0.00,3.08,0.2111396198098342,
24,12,1993,14.18,6.56,82.01,0.69,4.70,0.02,3.67,0.19843644790324633,
25,12,1993,13.39,9.80,83.99,0.62,3.98,0.27,3.83,0.1364526848405203,
26,12,1993,13.99,9.48,89.11,0.47,2.74,1.16,3.56,0.1785624024711081,
27,12,1993,14.65,8.16,85.59,0.74,5.79,0.40,3.83,0.08844760983960476,
28,12,1993,15.84,11.30,93.65,0.34,2.06,1.44,4.81,0.08158358218510431,
29,12,1993,16.00,12.37,94.33,0.38,3.28,0.14,3.25,0.036035165697127836,
30,12,1993,15.94,12.97,97.53,0.22,2.63,1.30,1.64,0.08782190889070485,
31,12,1993,14.46,12.65,93.65,0.40,1.95,0.50,3.17,0.10993410578997498,
1,1,1994,16.01,13.32,92.55,0.68,5.36,1.19,2.49,0.11476997846929682,
2,1,1994,14.05,12.61,91.59,0.59,2.39,1.17,4.28,0.1555400019619777,
3,1,1994,16.46,11.73,89.17,0.91,4.86,3.45,5.76,0.2899141509606241,
4,1,1994,13.87,8.74,76.33,1.14,6.82,0.18,3.59,0.1952468624341992,
5,1,1994,13.62,10.65,84.71,1.13,1.82,17.59,9.33,0.21272369306932093,
6,1,1994,13.89,5.24,81.12,2.25,5.57,15.53,10.38,0.2624169714395076,
7,1,1994,11.59,4.44,74.25,1.35,9.91,0.38,4.49,0.16390299140856157,
8,1,1994,13.19,3.81,84.59,0.60,2.85,1.72,4.80,0.08138048240177165,
9,1,1994,14.50,11.08,93.87,0.99,1.39,17.95,10.06,0.3153877346680687,
10,1,1994,13.48,9.61,74.50,2.01,7.55,4.35,8.17,0.14834882588759268,
11,1,1994,15.07,11.03,89.01,0.38,2.61,0.27,5.99,0.09027870808734728,
12,1,1994,14.46,11.91,93.34,0.38,3.51,0.70,3.29,0.04424765639724848,
13,1,1994,12.57,10.64,96.42,0.21,1.47,2.77,1.35,0.09525139474188382,
14,1,1994,14.11,7.37,92.02,0.33,2.73,0.16,2.06,0.2864053842060599,
15,1,1994,12.71,8.65,75.66,1.20,5.67,0.28,4.41,0.2504986271700699,
16,1,1994,12.06,5.37,76.36,0.97,7.13,0.27,3.57,0.3040117508983011,
17,1,1994,10.56,3.37,68.25,1.50,11.37,0.00,6.18,0.2629697738965374,
18,1,1994,9.53,1.39,70.11,1.31,11.47,0.00,5.19,0.18876110799786905,
19,1,1994,7.58,1.85,77.25,0.45,2.39,0.25,4.27,0.2869789465921412,
20,1,1994,11.69,4.19,71.77,1.39,11.45,0.00,6.56,0.24829873092511012,
21,1,1994,14.26,3.15,77.24,1.12,11.20,0.00,4.21,0.18471583648575896,
22,1,1994,14.22,4.53,83.54,1.00,11.36,0.00,3.78,0.15424089714257117,
23,1,1994,14.05,3.81,85.95,0.84,11.47,0.00,2.87,0.11567224534415632,
24,1,1994,14.48,4.53,89.79,0.71,9.50,0.06,4.53,0.20237961287775552,
25,1,1994,14.90,8.12,83.79,1.10,12.12,0.00,6.92,0.19981413321192454,
26,1,1994,17.10,6.36,84.59,1.10,12.03,0.00,5.53,0.15300766882048533,
27,1,1994,15.60,4.23,86.96,0.86,11.90,0.08,3.05,0.17061201101739543,
28,1,1994,15.92,6.00,86.16,0.85,11.53,0.02,4.03,0.27677027994428705,
29,1,1994,17.77,5.32,78.73,1.23,12.63,0.00,4.44,0.21083616543576644,
30,1,1994,16.40,4.39,82.62,0.97,12.70,0.00,2.80,0.17746049203623526,
31,1,1994,15.63,4.38,84.94,0.91,11.85,0.00,1.89,0.10437171765402486,
1,2,1994,13.97,5.13,90.74,0.76,9.70,0.22,2.00,0.08025398080147017,
2,2,1994,13.02,4.93,92.60,0.24,1.80,0.34,3.19,0.18589033435805646,
3,2,1994,13.36,6.80,83.80,1.81,7.66,11.41,9.63,0.168278762443268,
4,2,1994,8.43,5.41,82.08,1.63,9.36,4.94,7.07,0.0807555654124158,
5,2,1994,11.02,6.56,92.34,0.17,1.11,3.13,2.53,0.09097803286928241,
6,2,1994,14.66,9.28,92.86,0.48,2.58,4.17,4.77,0.24388646319364138,
7,2,1994,13.10,6.56,78.43,1.21,8.31,0.43,4.28,0.2831514237359781,
8,2,1994,14.17,5.79,75.43,1.29,12.68,0.00,2.20,0.216121295241959,
9,2,1994,15.44,2.74,80.90,1.22,14.41,0.02,2.29,0.17836973228563568,
10,2,1994,15.39,4.14,84.65,1.14,12.72,0.06,3.60,0.1548332468132294,
11,2,1994,15.20,4.95,86.81,1.08,13.54,0.00,2.76,0.11246447339953569,
12,2,1994,13.39,4.99,89.78,0.93,12.17,0.08,0.90,0.1461437627910962,
13,2,1994,16.93,5.19,88.38,1.09,9.23,7.45,5.73,0.21795431046288638,
14,2,1994,12.96,7.42,81.04,1.19,7.34,1.33,3.48,0.0648897423839605,
15,2,1994,10.76,6.67,93.81,0.36,1.21,16.58,5.19,0.13926545657083933,
16,2,1994,14.68,5.03,87.93,1.21,12.90,0.15,2.56,0.1457690732203264,
17,2,1994,14.10,5.07,87.11,1.21,13.32,0.06,2.10,0.08130104927982562,
18,2,1994,15.66,9.23,93.82,0.69,6.99,2.30,1.83,0.0848124268511048,
19,2,1994,14.94,7.96,93.19,0.48,4.91,0.55,4.27,0.13905728272300744,
20,2,1994,15.57,9.90,89.57,1.02,10.63,0.12,3.85,0.16641064759158963,
21,2,1994,15.98,9.88,87.68,1.42,11.01,2.22,5.47,0.08788890502165292,
22,2,1994,14.98,11.56,93.56,0.74,4.03,3.52,6.57,0.17817092517479205,
23,2,1994,14.63,10.27,86.35,1.02,5.54,1.50,4.07,0.1755433748212074,
24,2,1994,14.77,11.23,86.94,1.04,7.76,0.41,3.66,0.15121442829863874,
25,2,1994,15.09,11.81,89.03,1.29,10.81,0.66,5.68,0.16406090245347738,
26,2,1994,15.73,11.20,88.15,1.90,11.58,11.63,8.21,0.13412161074920448,
27,2,1994,14.88,10.86,89.96,1.34,7.08,11.43,7.23,0.2069876291599615,
28,2,1994,13.66,10.14,83.59,1.65,7.67,3.80,8.14,0.3603577082765036,
1,3,1994,16.54,8.96,73.24,2.26,17.90,0.00,7.20,0.31037249008973244,
2,3,1994,19.25,7.33,78.31,2.06,18.01,0.00,5.33,0.34237410172387706,
3,3,1994,22.61,8.43,79.31,2.13,17.91,0.05,3.58,0.1688541376984669,
4,3,1994,18.12,8.05,87.89,1.77,17.85,0.14,2.82,0.2412687297875462,
5,3,1994,15.56,9.95,81.92,1.75,12.23,1.22,4.52,0.6234907016978501,
6,3,1994,23.84,10.41,65.29,2.75,18.41,0.00,4.95,0.45362963438093074,
7,3,1994,23.24,8.38,73.20,2.16,18.80,0.00,3.15,0.40374191070041765,
8,3,1994,22.58,7.84,75.31,2.13,19.17,0.00,2.54,0.31240188103194844,
9,3,1994,21.01,8.27,79.91,1.93,19.12,0.00,2.56,0.29435516466977796,
10,3,1994,20.61,8.82,81.00,1.98,18.94,0.01,2.92,0.21770686932139283,
11,3,1994,17.31,8.44,84.07,1.52,14.00,1.21,2.18,0.34143799522376095,
12,3,1994,19.56,10.25,77.80,2.13,19.37,0.00,6.28,0.4390807965756198,
13,3,1994,20.98,9.35,72.33,2.32,19.85,0.00,5.56,0.46631054353173007,
14,3,1994,22.55,7.74,71.40,2.28,20.43,0.00,3.88,0.5264595573973052,
15,3,1994,23.79,8.69,69.70,2.28,20.58,0.00,3.45,0.36150646167855216,
16,3,1994,23.78,8.43,79.09,1.98,20.49,0.03,2.29,0.1717390401484793,
17,3,1994,19.68,9.04,88.59,1.55,19.63,0.14,1.67,0.1486300954261175,
18,3,1994,17.89,9.75,89.65,1.55,18.61,0.34,1.56,0.21144559361180382,
19,3,1994,17.39,8.64,84.64,1.58,17.76,0.09,2.81,0.3027420793419209,
20,3,1994,17.00,8.96,77.87,1.45,16.93,0.06,5.38,0.2858970777786234,
21,3,1994,19.19,11.97,81.89,1.45,17.73,0.05,5.14,0.5581456946077652,
22,3,1994,24.17,10.57,69.39,2.13,21.52,0.02,3.94,0.6401649498422666,
23,3,1994,25.45,9.73,66.00,1.98,21.90,0.00,2.83,0.6900940378372,
24,3,1994,26.34,9.93,64.67,1.94,22.45,0.00,2.89,0.4080055584095108,
25,3,1994,23.05,9.48,76.21,1.36,22.57,0.00,5.63,0.41389573481196495,
26,3,1994,19.69,10.56,73.39,1.20,22.56,0.00,7.56,0.2509161615359419,
27,3,1994,17.91,11.71,83.32,0.79,13.49,0.16,5.26,0.46176470056208085,
28,3,1994,19.37,11.68,70.73,1.46,21.77,0.05,5.61,0.2651795561760877,
29,3,1994,20.34,9.26,82.87,1.28,20.33,1.11,2.16,0.24344305216490203,
30,3,1994,20.12,10.26,84.48,1.31,17.22,0.08,3.09,0.2524617662050026,
31,3,1994,15.97,12.77,82.62,0.96,11.97,0.41,4.23,0.3060954538639762,
1,4,1994,17.12,9.83,78.16,1.16,11.20,0.78,5.53,0.4996827347041247,
2,4,1994,15.79,8.50,61.52,1.34,15.78,0.00,6.69,0.529371811403178,
3,4,1994,18.81,7.31,62.39,1.56,23.48,0.00,4.89,0.32541547995933007,
4,4,1994,18.14,7.41,76.36,0.97,19.02,0.02,5.21,0.5569344137717791,
5,4,1994,18.59,8.89,61.42,1.26,24.42,0.00,7.56,0.5845270372312845,
6,4,1994,21.52,7.90,62.85,1.29,24.37,0.00,5.04,0.32903337978583735,
7,4,1994,17.98,8.12,76.32,0.75,17.95,0.01,5.24,0.5550126498373553,
8,4,1994,22.25,9.17,66.48,1.16,24.81,0.00,5.53,0.4127779470901991,
9,4,1994,18.34,8.39,70.84,0.82,24.74,0.00,6.70,0.3442480358683062,
10,4,1994,17.39,9.97,75.74,0.70,17.00,0.21,5.76,0.8101394164985323,
11,4,1994,23.00,10.49,53.58,1.39,25.26,0.09,4.37,1.0218231163407776,
12,4,1994,23.12,8.05,39.00,1.19,25.59,0.00,4.42,1.2508197919160304,
13,4,1994,26.29,10.13,36.06,1.14,25.25,0.00,3.97,0.95422040801564,
14,4,1994,24.31,10.40,47.77,0.92,24.89,0.00,3.70,1.0153698932216977,
15,4,1994,22.33,10.34,40.23,0.83,26.02,0.00,6.00,0.8761534907606204,
16,4,1994,18.82,7.55,38.08,0.75,27.00,0.01,6.69,0.7302245484446398,
17,4,1994,19.09,7.07,48.40,0.83,26.56,0.00,4.19,0.7251758593928834,
18,4,1994,19.28,7.47,49.52,0.75,26.50,0.00,4.62,0.653065385084796,
19,4,1994,20.44,7.60,56.55,0.78,26.19,0.00,3.67,0.47014697635405356,
20,4,1994,17.34,7.70,65.07,0.59,26.39,0.00,4.05,0.285593398051194,
21,4,1994,15.87,9.63,78.65,0.77,6.85,3.99,5.11,0.31907433402992535,
22,4,1994,16.43,12.28,78.07,2.31,11.15,18.83,9.00,0.2245426809743607,
23,4,1994,16.06,10.60,83.71,2.94,14.79,12.51,7.99,0.3757751496002132,
24,4,1994,15.53,8.94,71.11,2.67,17.18,0.45,3.84,0.36566448227833004,
25,4,1994,16.50,8.17,72.31,2.51,21.40,0.00,2.44,0.4839127164748138,
26,4,1994,22.17,7.97,70.02,3.21,27.02,0.00,3.17,0.7111119030618436,
27,4,1994,27.80,9.15,65.12,3.37,27.17,0.00,2.70,0.8439625160668831,
28,4,1994,29.77,11.69,63.08,3.37,27.22,0.00,1.79,1.0418555411794628,
29,4,1994,30.30,13.79,56.80,3.11,27.26,0.00,2.70,1.103490920911965,
30,4,1994,29.96,13.15,53.18,2.71,27.88,0.00,2.74,1.2436016464796935,
1,5,1994,29.88,12.69,46.68,2.31,27.38,0.00,2.82,1.3304018401343114,
2,5,1994,30.03,13.11,43.66,1.98,28.31,0.00,1.80,0.9305613629549678,
3,5,1994,27.80,13.35,57.45,1.38,27.61,0.00,6.13,0.6633579920103951,
4,5,1994,21.03,11.96,60.49,1.01,28.20,0.01,8.64,0.7289012510498012,
5,5,1994,24.54,12.19,61.75,1.17,28.37,0.00,7.69,0.6104976124598056,
6,5,1994,24.06,11.90,67.23,1.02,28.19,0.00,7.36,0.5265082395084204,
7,5,1994,18.95,11.89,66.32,0.74,23.59,0.01,9.70,0.5081426734182779,
8,5,1994,19.14,10.63,66.76,0.88,27.09,0.17,6.03,0.3670185815105278,
9,5,1994,18.70,11.48,76.10,0.86,18.70,0.25,4.81,0.4307884668249047,
10,5,1994,18.20,12.12,71.91,0.87,19.50,0.31,5.02,0.4697562184580263,
11,5,1994,15.23,10.99,65.34,1.20,20.19,0.98,6.24,0.19352048223493057,
12,5,1994,15.93,11.91,86.36,0.99,5.18,16.31,7.64,0.18555866020948564,
13,5,1994,15.81,10.25,86.31,2.76,17.37,7.51,6.51,0.19383407800466879,
14,5,1994,16.73,12.87,87.00,2.42,12.97,15.97,8.25,0.21990645462300473,
15,5,1994,17.44,11.97,85.25,2.42,15.61,6.68,6.71,0.3230605895269283,
16,5,1994,16.87,11.75,77.81,3.24,22.74,3.99,5.71,0.2854660107920963,
17,5,1994,16.80,12.51,80.72,2.92,19.06,3.19,5.35,0.2829399997742992,
18,5,1994,16.77,11.29,80.28,2.47,17.55,1.09,4.22,0.19404923858195122,
19,5,1994,17.46,13.56,87.50,1.57,6.04,8.77,7.19,0.2145918499478381,
20,5,1994,16.54,13.80,85.87,1.65,10.10,1.55,7.27,0.150812212076328,
21,5,1994,18.66,15.24,91.03,1.65,11.36,6.27,4.61,0.08312751528115436,
22,5,1994,19.11,14.81,95.07,1.19,6.74,8.27,6.73,0.1839889167577895,
23,5,1994,18.12,12.08,87.96,1.60,10.66,2.68,4.10,0.28375285982756604,
24,5,1994,20.07,10.65,82.03,3.44,28.93,0.00,2.06,0.24577409650783832,
25,5,1994,18.00,10.01,83.05,2.92,24.99,0.01,2.70,0.33966336366760674,
26,5,1994,18.86,10.95,77.73,2.91,23.63,0.00,3.28,0.34940628316834577,
27,5,1994,18.61,11.20,77.03,3.24,28.88,0.00,3.57,0.27877527852521844,
28,5,1994,19.67,11.69,82.51,1.90,15.30,0.45,2.78,0.4053393372615415,
29,5,1994,19.44,9.79,73.27,3.19,27.72,0.00,3.78,0.39819135783973514,
30,5,1994,19.76,10.27,74.30,2.99,27.45,0.00,1.95,0.31062003119259374,
31,5,1994,21.36,11.00,81.33,2.82,29.82,0.00,2.61,0.32333558507942795,
1,6,1994,19.48,10.86,79.20,1.99,18.76,0.16,3.69,0.3870236176652675,
2,6,1994,19.64,12.77,76.29,2.20,21.64,0.12,3.91,0.5188596719883387,
3,6,1994,21.90,12.49,70.34,2.51,28.23,0.00,4.88,0.7368403040221803,
4,6,1994,25.08,11.54,61.60,2.56,31.10,0.00,7.52,0.8630894318720168,
5,6,1994,30.79,14.18,65.07,2.33,30.12,0.00,6.22,0.9612824176855741,
6,6,1994,30.99,17.11,63.28,2.06,30.11,0.01,2.99,0.29062044481305915,
7,6,1994,21.09,16.66,84.51,0.99,20.28,0.20,4.02,0.7268091144720401,
8,6,1994,26.67,16.42,67.42,1.52,28.06,0.06,6.02,1.8674542759586474,
9,6,1994,33.37,18.18,35.53,1.89,29.74,0.00,5.50,1.6297022328584858,
10,6,1994,34.59,17.40,45.39,1.30,26.46,0.03,5.06,1.4439849323894898,
11,6,1994,33.94,19.10,51.89,1.15,30.22,0.00,4.21,1.4753655828329868,
12,6,1994,31.95,17.76,46.11,1.16,30.63,0.00,4.04,1.4182183711814567,
13,6,1994,33.55,17.06,50.42,1.09,30.45,0.00,3.79,0.6582209158173316,
14,6,1994,25.11,17.35,69.56,0.72,30.15,0.03,3.87,0.6281937050021049,
15,6,1994,23.13,17.74,69.36,0.80,24.99,0.05,3.10,0.5405575212388176,
16,6,1994,22.78,16.35,72.46,0.75,28.27,0.02,3.26,0.48843780239689205,
17,6,1994,21.41,17.47,74.73,0.91,21.33,0.64,4.12,0.4470944973308115,
18,6,1994,21.58,16.51,76.44,0.90,18.32,0.34,3.93,0.5454044144613992,
19,6,1994,22.24,15.47,71.15,0.86,21.63,0.00,3.33,0.6195041131148071,
20,6,1994,24.54,14.32,68.85,0.85,26.67,0.02,4.96,0.924710343942925,
21,6,1994,29.01,15.39,60.96,0.86,30.54,0.00,6.74,1.727202566985982,
22,6,1994,35.11,17.14,42.95,1.03,30.51,0.00,5.24,1.2108036022924222,
23,6,1994,31.94,17.33,55.42,0.76,30.41,0.01,5.52,0.7201298035691173,
24,6,1994,22.86,16.77,63.76,0.46,26.20,0.00,7.85,0.6874008194401338,
25,6,1994,21.04,15.24,62.02,0.47,19.59,0.02,6.52,1.0613652270080527,
26,6,1994,28.60,13.66,53.10,0.79,30.24,0.00,5.18,1.086178472136341,
27,6,1994,30.35,14.94,55.91,0.77,30.58,0.00,3.97,0.963956226016222,
28,6,1994,29.60,16.34,60.82,0.62,30.76,0.00,6.81,0.9303021203160184,
29,6,1994,30.07,16.21,62.71,0.63,30.57,0.00,7.52,0.7931949612010589,
30,6,1994,27.41,16.24,65.19,0.57,30.79,0.01,6.23,0.777288410381217,
1,7,1994,25.55,14.98,62.74,0.53,30.99,0.00,6.38,0.6815883021733771,
2,7,1994,24.59,14.65,66.02,0.52,30.38,0.00,4.56,0.6058410670477037,
3,7,1994,26.12,15.60,71.87,0.55,28.21,0.01,3.36,0.6666378487607474,
4,7,1994,27.40,16.73,71.02,0.55,28.71,0.01,4.47,0.7635107617375609,
5,7,1994,24.87,15.68,63.10,0.50,30.58,0.01,6.54,0.7706376647305764,
6,7,1994,24.32,15.20,61.68,0.47,30.31,0.00,7.29,0.7834250505523226,
7,7,1994,27.03,15.43,64.61,0.50,29.92,0.00,7.88,0.7989905313650247,
8,7,1994,25.72,16.05,62.75,0.50,30.13,0.00,7.42,1.0241103888544023,
9,7,1994,30.33,15.26,58.63,0.59,30.34,0.00,6.77,0.95675366520275,
10,7,1994,30.95,16.24,62.83,0.55,30.17,0.00,6.15,0.8264900708214045,
11,7,1994,28.97,15.58,65.18,0.53,30.60,0.00,5.36,0.7216797057911306,
12,7,1994,28.01,16.61,69.19,0.46,30.19,0.00,6.45,0.783183618399929,
13,7,1994,29.12,16.46,67.71,0.51,29.75,0.00,6.65,1.104912987408414,
14,7,1994,32.18,17.15,59.53,0.56,23.12,0.20,4.85,1.0454943985683582,
15,7,1994,32.29,19.71,63.57,1.59,15.97,2.64,6.02,0.5216472973000588,
16,7,1994,25.60,18.79,77.00,1.39,27.91,0.00,4.41,0.5540709011868399,
17,7,1994,25.69,18.81,75.65,0.82,21.62,0.16,4.67,0.7111294582953112,
18,7,1994,28.39,18.18,70.95,0.67,28.08,0.02,6.17,0.8227923597359841,
19,7,1994,29.83,17.51,67.54,0.53,29.36,0.00,7.54,0.6617941355221044,
20,7,1994,26.38,16.78,70.27,0.44,29.32,0.00,6.31,0.6154909843711052,
21,7,1994,26.29,17.11,72.46,0.42,27.64,0.01,5.58,0.7168108542348464,
22,7,1994,28.54,17.99,70.75,0.46,28.75,0.00,5.57,0.6521754883790583,
23,7,1994,26.96,17.88,71.91,0.41,28.70,0.00,6.75,0.7877043650848161,
24,7,1994,25.49,17.04,63.77,0.41,29.29,0.00,6.72,0.7159229422052578,
25,7,1994,25.66,16.44,66.83,0.40,28.82,0.00,6.23,0.8305685944914802,
26,7,1994,28.97,15.83,65.17,0.45,28.83,0.00,6.64,0.684782630352474,
27,7,1994,27.56,17.20,70.67,0.39,28.38,0.00,6.87,0.6463615254349957,
